Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
305,Tyrell Malacia,nl NED,DF,Manchester Utd,25-188,1999,1.1,50,44.5,5.45,0,0,0,0.91,5.45,0,0,0,0,44.5,0,1.82,Matches
306,Donyell Malen,nl NED,FW,Aston Villa,26-043,1999,1.7,22.9,20,2.35,0,0,0,1.76,0.59,0,0,0,0,16.5,0.59,1.18,Matches
307,Orel Mangala,be BEL,MF,Everton,26-340,1998,14,35,34.6,0.29,0.21,0,0.07,0.43,0,0,0,0,0,31.2,0.07,0.71,Matches
308,Ryan Manning,ie IRL,DF,Southampton,28-252,1996,8.5,47.6,37.9,9.06,2.47,0.12,0.24,4.94,4.59,2,1.65,0,0,38.2,0.71,1.41,Matches
309,Solly March,eng ENG,"MF,DF",Brighton,30-216,1994,0.3,50,43.3,6.67,0,0,0,10,0,6.67,6.67,0,0,23.3,0,0,Matches
310,Omar Marmoush,eg EGY,"FW,MF",Manchester City,26-014,1999,2.4,25.4,22.1,3.33,0.83,0.42,0,3.75,0,2.5,2.08,0.42,0,20.4,0,0.42,Matches
311,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-248,2001,16.2,27.3,26.7,0.56,0,0.19,0.12,3.46,0.37,0.19,0.19,0,0,19,0.12,1.48,Matches
312,Emiliano Martinez,ar ARG,GK,Aston Villa,32-172,1992,25.5,37.7,30.2,7.25,2.47,0,0.08,0,0,0,0,0,0,30.7,0.24,0,Matches
313,Lisandro Martinez,ar ARG,DF,Manchester Utd,27-034,1998,19.5,68.8,65.9,2.77,0.77,0.26,0.15,0.46,0.82,0,0,0,0,61.5,0.15,0.36,Matches
314,Pape Matar Sarr,sn SEN,MF,Tottenham,22-160,2002,14.2,54.3,53.3,0.85,0.35,0,0.21,0.49,0.42,0,0,0,0,47.3,0.14,1.13,Matches
315,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-238,1997,21.7,15.3,15.1,0.18,0,0.32,0,0.97,0,0,0,0,0,9.86,0,0.51,Matches
316,Stephy Mavididi,eng ENG,FW,Leicester City,26-266,1998,14.5,33.4,32.1,1.1,0.14,0.41,0,3.66,0.55,0.41,0.21,0.14,0,25.1,0.28,1.24,Matches
317,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-072,1997,16.6,54.4,51.6,2.59,1.75,0.06,1.08,0.12,0.72,0,0,0,0,46.4,0.24,0.48,Matches
318,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-099,1997,21.4,58.6,51.4,7.1,0.84,0.19,0.19,0.75,6.17,0,0,0,0,49.9,0.05,1.4,Matches
319,Bryan Mbeumo,cm CMR,FW,Brentford,25-198,1999,24.9,35,30.6,4.18,1.16,0.4,0.12,5.22,0.48,2.33,1.81,0.08,0,23.5,0.2,1.41,Matches
320,James Mcatee,eng ENG,"MF,FW",Manchester City,22-126,2002,1.2,43.3,42.5,0.83,0,0.83,0,1.67,0,0.83,0.83,0,0,36.7,0,0.83,Matches
321,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-091,2001,4.3,30.5,28.8,1.16,0,0,0,2.56,1.16,0,0,0,0,21.2,0.47,2.09,Matches
322,Alex McCarthy,eng ENG,GK,Southampton,35-080,1989,5,31.2,25.2,5.8,1.2,0,0.2,0,0,0,0,0,0,23.4,0.2,0.2,Matches
323,John McGinn,sct SCO,"MF,FW",Aston Villa,30-126,1994,17.1,33.6,31.6,1.99,0.82,0.35,0.06,2.51,0.18,0.58,0.23,0.18,0,27.8,0,0.53,Matches
324,Dwight McNeil,eng ENG,"MF,FW",Everton,25-091,1999,12.7,40.5,33.2,6.93,2.2,0.63,0.39,7.17,0.31,3.07,2.05,0.39,0.31,29.7,0.31,1.18,Matches
325,Scott McTominay,sct SCO,MF,Manchester Utd,28-075,1996,0.2,50,40,10,0,0,0,0,5,0,0,0,0,50,0,0,Matches
326,Ben Mee,eng ENG,DF,Brentford,35-153,1989,2,60,54,6,2.5,0,0.5,0,2,0,0,0,0,46.5,0,0.5,Matches
327,Jayden Meghoma,eng ENG,DF,Brentford,18-238,2006,0.1,30,30,0,0,0,0,0,0,0,0,0,0,30,0,0,Matches
328,Mikel Merino,es ESP,MF,Arsenal,28-244,1996,8.8,41.6,41,0.34,0.34,0.34,0.11,1.14,0,0,0,0,0,32.4,0.23,1.25,Matches
329,Nikola Milenkovic,rs SRB,DF,Nott'ham Forest,27-132,1997,24,27.3,26,1,1,0,0.04,0,0,0,0,0,0,22.5,0.29,0.08,Matches
330,Lewis Miley,eng ENG,MF,Newcastle Utd,18-296,2006,0.9,67.8,67.8,0,0,0,0,0,0,0,0,0,0,63.3,0,1.11,Matches
331,James Milner,eng ENG,MF,Brighton,39-048,1986,1.9,38.4,32.6,5.79,2.11,1.05,0,4.21,0,3.16,1.05,1.58,0,28.9,0,0.53,Matches
332,Tyrone Mings,eng ENG,DF,Aston Villa,31-345,1993,7,60.3,57.3,3,1.71,0,0.43,0,0,0,0,0,0,53,0,0.57,Matches
333,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-214,2004,10.3,27.4,24.5,2.72,0.68,0.1,0.29,5.34,0.97,1.07,0.49,0.39,0,16.6,0.19,2.23,Matches
334,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-173,1999,23.9,41.3,34.4,6.78,0.21,0,0.04,3.22,6.57,0,0,0,0,29.8,0.08,1.72,Matches
335,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-277,1997,22,34.1,33.6,0.41,0,0.27,0.05,2.59,0.41,0,0,0,0,25.9,0.09,1.45,Matches
336,Jakub Moder,pl POL,MF,Brighton,25-320,1999,0.1,220,220,0,0,0,0,10,0,0,0,0,0,180,0,0,Matches
337,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-194,2007,2.1,31.9,29,2.86,0,0,0,5.71,0.48,2.38,0.95,0,0,22.9,0,1.43,Matches
338,Morato,br BRA,DF,Nott'ham Forest,23-236,2001,6.7,30.1,28.2,1.64,1.19,0,0,0,0.15,0,0,0,0,21.9,0.3,1.34,Matches
339,Alex Moreno,es ESP,DF,Nott'ham Forest,31-258,1993,9,40,31.7,7.89,0.11,0.22,0.11,1.67,7.78,0,0,0,0,28.6,0.44,1,Matches
340,Sam Morsy,eg EGY,MF,Ipswich Town,33-164,1991,21.1,49.7,48,1.47,1.42,0.05,0.09,0.43,0,0,0,0,0,43.4,0.24,0.85,Matches
341,Yerson Mosquera,co COL,DF,Wolves,23-295,2001,4.9,49,46.9,1.84,0.82,0,0.2,0.41,0,0,0,0,0,41.8,0.2,0.61,Matches
342,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-042,1999,2.7,35.2,32.2,2.96,1.85,0,0,2.22,0,1.11,1.11,0,0,28.1,0,1.11,Matches
343,Divin Mubama,eng ENG,FW,Manchester City,20-119,2004,0.3,10,10,0,0,0,0,0,0,0,0,0,0,6.67,0,3.33,Matches
344,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-047,2001,1.7,24.7,23.5,1.18,0,0.59,0,4.12,0,1.18,0,0,0,16.5,0,0.59,Matches
345,Marshall Munetsi,zw ZIM,FW,Wolves,28-244,1996,0.5,8,6,2,0,0,0,0,0,0,0,0,0,6,0,0,Matches
346,Rodrigo Muniz,br BRA,FW,Fulham,23-293,2001,7.6,13.4,12.5,0.79,0.13,0.26,0.26,0.13,0,0,0,0,0,8.68,0.13,0.39,Matches
347,Daniel Munoz,co COL,DF,Crystal Palace,28-271,1996,23,42.9,34.3,8.52,0.83,0.04,0.09,1.96,7.61,0.09,0,0,0,32.3,0.13,1.13,Matches
348,Arijanet Muric,xk KVX,GK,Ipswich Town,26-106,1998,18,35.2,26.9,7.94,2.72,0,0.17,0,0,0,0,0,0,25.2,0.28,0,Matches
349,Murillo,br BRA,DF,Nott'ham Forest,22-232,2002,23.5,38.7,33.5,4.89,3.06,0.3,0.6,0.26,0.04,0,0,0,0,30.6,0.34,0.17,Matches
350,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-363,1995,15.9,36.3,34.3,1.64,0.19,0.19,0.38,3.71,0.82,0.63,0.06,0,0,25.5,0.38,1.45,Matches
351,Vitaliy Mykolenko,ua UKR,DF,Everton,25-268,1999,22.2,38.1,29.6,8.33,0.5,0.05,0.05,2.57,7.84,0,0,0,0,27.9,0.14,0.77,Matches
352,Iliman Ndiaye,sn SEN,FW,Everton,24-352,2000,20.9,27,26.1,0.91,0.19,0.05,0.1,1.53,0.14,0.43,0.19,0,0.1,21.9,0,0.81,Matches
353,Wilfred Ndidi,ng NGA,MF,Leicester City,28-067,1996,14.4,38.8,37.9,0.76,0.42,0.28,0.07,0.9,0.35,0,0,0,0,30.8,0.07,0.76,Matches
354,Kosta Nedeljkovic,rs SRB,DF,Aston Villa,19-067,2005,1.4,37.9,29.3,8.57,0.71,0,0,0.71,7.86,0,0,0,0,33.6,0,0,Matches
355,Reiss Nelson,eng ENG,FW,Arsenal,25-073,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
356,Reiss Nelson,eng ENG,FW,Fulham,25-073,1999,5.4,49.6,48.3,1.11,0,0.37,0.37,4.26,0.19,0.93,0.56,0.19,0,43,0.19,0.37,Matches
357,Neto,br BRA,GK,Bournemouth,35-217,1989,2,31,21,9.5,2,0,0,0,0,0,0,0,0,20,0.5,0,Matches
358,Pedro Neto,pt POR,FW,Chelsea,24-349,2000,13.3,35,32.9,2.03,0.38,0,0.23,4.81,0.6,1.05,0.3,0.23,0.08,27.1,0.08,1.05,Matches
359,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-267,1999,7,24.3,23.7,0.57,0,0,0,0.71,0.14,0,0,0,0,17.6,0,1.71,Matches
360,Christopher Nkunku,fr FRA,FW,Chelsea,27-099,1997,6.1,35.6,34.4,1.15,0.16,0.16,0.16,0.33,0,0.33,0,0,0,31.6,0,0.33,Matches
361,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-178,1998,9.9,60.9,54.8,5.96,0.3,0.2,0.2,3.03,4.85,0.71,0.51,0,0,51.1,0.1,1.52,Matches
362,Darwin Nunez,uy URU,FW,Liverpool,25-242,1999,10,17,16.5,0.4,0,0.1,0.5,0.2,0.2,0,0,0,0,11.7,0.1,1,Matches
363,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,17-337,2007,4.2,41.7,37.9,3.33,0.24,0.24,0,6.67,0,3.1,2.86,0,0,32.9,0.48,0.95,Matches
364,Christian Norgaard,dk DEN,MF,Brentford,30-348,1994,19.8,46.3,44.9,1.11,0.61,0.15,0.05,0.56,0.45,0,0,0,0,37.8,0.25,0.96,Matches
365,Jake O'Brien,ie IRL,DF,Everton,23-282,2001,5.5,43.6,34.2,9.09,0,0,0,0.36,9.09,0,0,0,0,32.4,0.36,1.09,Matches
366,Matt O'Riley,dk DEN,MF,Brighton,24-092,2000,5.3,43.4,36.4,6.79,1.51,0.19,0.38,4.34,0,4.15,2.83,0.75,0,34.5,0.19,0.75,Matches
367,Dara O'Shea,ie IRL,DF,Ipswich Town,25-354,1999,21.7,48.5,45.7,2.63,0.88,0,0.46,0.18,1.43,0,0,0,0,37.6,0.18,0.41,Matches
368,Chidozie Obi-Martin,dk DEN,MF,Manchester Utd,17-084,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
369,Wilson Odobert,fr FRA,FW,Tottenham,20-085,2004,1.8,43.9,41.7,0.56,0,0,0,2.78,0.56,0,0,0,0,33.3,1.67,2.22,Matches
370,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-296,1997,2.6,16.5,16.5,0,0,0,0,1.54,0,0,0,0,0,12.3,0,1.92,Matches
371,Caleb Okoli,it ITA,DF,Leicester City,23-223,2001,10.2,53.1,48.9,4.22,1.86,0.1,0.29,0.1,0,0,0,0,0,45.9,0,0.49,Matches
372,Robin Olsen,se SWE,GK,Aston Villa,35-044,1990,0.5,42,36,6,2,0,0,0,0,0,0,0,0,32,0,0,Matches
373,Amadou Onana,be BEL,MF,Aston Villa,23-189,2001,12,43.8,43.6,0.17,0.17,0.08,0,0.08,0,0,0,0,0,38.7,0.08,0.75,Matches
374,Andre Onana,cm CMR,GK,Manchester Utd,28-325,1996,25,39.6,33.4,6.04,2.16,0.04,0.08,0,0,0,0,0,0,29.5,0.16,0,Matches
375,Paul Onuachu,ng NGA,FW,Southampton,30-269,1994,7,24.4,24.3,0,0,0,0.29,0,0,0,0,0,0,15.3,0.14,0.43,Matches
376,Frank Onyeka,ng NGA,MF,Brentford,27-051,1998,0.3,23.3,23.3,0,0,0,0,0,0,0,0,0,0,20,0,0,Matches
377,Lewis Orford,eng ENG,MF,West Ham,19-003,2006,0.5,76,72,4,4,0,0,2,0,0,0,0,0,66,0,0,Matches
378,Stefan Ortega,de GER,GK,Manchester City,32-107,1992,9,37,30,6.89,1.89,0,0.11,0,0,0,0,0,0,31.1,0.11,0.11,Matches
379,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-201,2003,0.5,12,8,4,0,0,0,0,0,0,0,0,0,6,0,0,Matches
380,Dango Ouattara,bf BFA,FW,Bournemouth,23-010,2002,14.8,27.4,25.7,1.62,0,0.27,0.2,4.05,1.42,0.14,0,0,0,16.7,0,0.95,Matches
381,Nico O’Reilly,eng ENG,"MF,DF",Manchester City,19-337,2005,0.3,60,53.3,6.67,3.33,0,0,0,3.33,0,0,0,0,56.7,0,0,Matches
382,Alex Palmer,eng ENG,GK,Ipswich Town,28-195,1996,1,37,24,13,3,0,0,0,0,0,0,0,0,22,0,0,Matches
383,Cole Palmer,eng ENG,MF,Chelsea,22-291,2002,24.3,42.6,35.5,6.83,1.65,0.7,0.37,4.69,0.49,2.8,1.98,0.21,0,32.1,0.25,1.48,Matches
384,Emerson Palmieri,it ITA,DF,West Ham,30-202,1994,18.6,45.8,37.3,8.28,0.86,0.05,0.11,2.96,6.13,1.29,0.32,0.81,0,36,0.27,0.91,Matches
385,Lucas Paqueta,br BRA,"MF,FW",West Ham,27-178,1997,18.9,50.2,46.5,3.44,1.48,0.53,0.48,1.16,0.32,0.21,0.05,0.16,0,38.6,0.21,0.85,Matches
386,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-253,1993,21.4,61.4,57.6,3.6,0.84,0.23,0.09,0.37,2.48,0,0,0,0,53.7,0.23,0.51,Matches
387,Nathan Patterson,sct SCO,"DF,FW",Everton,23-128,2001,1.4,58.6,43.6,15,0,0.71,0,4.29,15,0,0,0,0,42.9,0,0,Matches
388,Andreas Pereira,br BRA,MF,Fulham,29-051,1996,14.3,47.8,38,9.58,2.52,0.14,0.56,7.48,0.42,4.9,2.17,2.17,0,33.6,0.21,0.91,Matches
389,Ricardo Pereira,pt POR,DF,Leicester City,31-138,1993,1.6,55,46.3,8.75,1.25,0,0,0.63,7.5,0,0,0,0,47.5,0,0.63,Matches
390,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-081,1995,10.6,39.8,37,2.74,1.6,0.09,0.47,1.42,0.09,1.04,0.75,0.19,0.09,31.8,0.09,0.57,Matches
391,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,23-013,2002,3.7,23.2,23,0.27,0,0.27,0,1.08,0.27,0,0,0,0,17,0,2.43,Matches
392,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,23-013,2002,1.5,27.3,26.7,0.67,0,0,0.67,3.33,0.67,0,0,0,0,20,0,0.67,Matches
393,Jordan Pickford,eng ENG,GK,Everton,30-351,1994,25,41.8,29,12.5,5.68,0,0.16,0,0,0,0,0,0,26.9,0.36,0,Matches
394,Ethan Pinnock,jm JAM,DF,Brentford,31-268,1993,16.3,52.2,46,6.2,0.55,0,0,0.49,2.39,0,0,0,0,43.9,0,0.43,Matches
395,Daniel Podence,pt POR,"MF,FW",Wolves,29-123,1995,0.5,32,30,2,2,0,0,2,0,0,0,0,0,22,0,4,Matches
396,Alfie Pond,eng ENG,DF,Wolves,20-357,2004,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
397,Nick Pope,eng ENG,GK,Newcastle Utd,32-308,1992,15,29.4,19.4,10,2.53,0,0,0,0,0,0,0,0,20.9,0,0,Matches
398,Pedro Porro,es ESP,DF,Tottenham,25-161,1999,23.1,63.9,52.3,11.3,1.6,0.17,0.48,6.15,8.18,1.56,0.09,1.3,0,46.8,0.26,2.34,Matches
399,Jarell Quansah,eng ENG,DF,Liverpool,22-023,2003,3.1,64.8,59.4,5.48,2.26,0,0.32,0.65,3.23,0,0,0,0,58.7,0,0.32,Matches
400,Hakon Rafn Valdimarsson,is ISL,GK,Brentford,23-131,2001,1.6,43.8,31.3,12.5,2.5,0,0,0,0,0,0,0,0,28.8,0,0,Matches
401,Aaron Ramsdale,eng ENG,GK,Southampton,26-283,1998,17,42.7,34.2,8.29,2.88,0,0.18,0,0,0,0,0,0,28.4,0.24,0,Matches
402,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-269,2001,11.9,34.4,34.2,0.08,0,0.17,0.17,0.5,0.08,0,0,0,0,29.4,0.08,0.76,Matches
403,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-113,1997,10.9,31.5,30.6,0.83,0.09,0.55,0.46,2.48,0.37,0.09,0.09,0,0,23.2,0,0.92,Matches
404,Marcus Rashford,eng ENG,FW,Aston Villa,27-113,1997,1.2,60.8,50.8,9.17,0.83,0.83,0,10.8,0.83,7.5,5,0,0,40.8,0.83,3.33,Matches
405,David Raya,es ESP,GK,Arsenal,29-159,1995,25,36.4,30,6.32,2.36,0,0.04,0,0,0,0,0,0,26.5,0.12,0,Matches
406,Harrison Reed,eng ENG,MF,Fulham,30-025,1995,0.8,56.3,48.8,6.25,3.75,0,0,6.25,0,1.25,0,1.25,0,40,1.25,3.75,Matches
407,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-352,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
408,Sergio Reguilon,es ESP,DF,Tottenham,28-067,1996,1.4,75,62.9,11.4,0.71,0,0,7.14,9.29,1.43,0.71,0.71,0,52.1,0.71,2.86,Matches
409,Bobby Reid,jm JAM,"FW,MF",Leicester City,32-019,1993,5.8,26.4,25.5,0.86,0.17,0,0,1.72,0.52,0,0,0,0,18.8,0,1.72,Matches
410,Chadi Riad,ma MAR,DF,Crystal Palace,21-249,2003,1,82,82,0,0,0,1,0,0,0,0,0,0,70,0,2,Matches
411,Declan Rice,eng ENG,MF,Arsenal,26-038,1999,20.3,55.1,47.3,7.54,2.96,0.1,0.74,5.91,0.1,3.4,3.15,0.15,0,45.8,0.2,0.34,Matches
412,Chris Richards,us USA,DF,Crystal Palace,24-330,2000,11.9,44.2,42.6,1.43,1.01,0.08,0.17,0.08,0.42,0,0,0,0,35.6,0.17,0.67,Matches
413,Richarlison,br BRA,FW,Tottenham,27-287,1997,3.1,24.2,23.5,0.65,0.32,0,0.32,2.26,0,0,0,0,0,15.8,0,0.97,Matches
414,Andrew Robertson,sct SCO,DF,Liverpool,30-347,1994,21.1,71.3,60,11.1,1.9,0.19,0.24,5.64,6.64,2.61,1.75,0.52,0,59.5,0.19,1.14,Matches
415,Antonee Robinson,us USA,DF,Fulham,27-197,1997,25,61.4,52.3,8.96,0.48,0,0.08,4.96,8.48,0,0,0,0,47.1,0.16,1.36,Matches
416,Rodri,es ESP,MF,Manchester City,28-244,1996,0.7,87.1,85.7,1.43,1.43,0,0,0,0,0,0,0,0,81.4,0,0,Matches
417,Guido Rodriguez,ar ARG,MF,West Ham,30-315,1994,11.3,44.1,42.8,1.24,1.15,0.09,0.44,0.35,0.09,0,0,0,0,37.1,0,1.06,Matches
418,Mads Roerslev,dk DEN,DF,Brentford,25-242,1999,12.2,43.9,38.6,5.16,0.16,0,0.08,2.54,5,0,0,0,0,34.6,0.16,0.9,Matches
419,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-210,2002,23.1,27.3,25.5,1.73,0.09,0.61,0.13,0.69,0.26,0,0,0,0,20,0.09,1.39,Matches
420,Cristian Romero,ar ARG,DF,Tottenham,26-300,1998,10.8,81.5,74.6,6.67,5.19,0.37,0.09,0.28,0.19,0,0,0,0,73.4,0.19,0.46,Matches
421,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-307,2002,14.9,19.7,19.1,0.54,0,0.67,0,0.6,0,0,0,0,0,13.3,0.07,0.87,Matches
422,Jose Sa,pt POR,GK,Wolves,32-035,1993,18,32.3,24.4,7.94,2.5,0.06,0,0,0,0,0,0,0,19.9,0,0.06,Matches
423,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-169,2001,14.1,38.7,33.8,4.75,0.5,0.28,0.14,7.02,0.71,3.55,3.33,0,0.14,28.8,0.21,1.28,Matches
424,Mohamed Salah,eg EGY,FW,Liverpool,32-251,1992,25.5,33.4,32.5,0.67,0.2,0.43,0.08,1.92,0.47,0,0,0,0,23.5,0.24,1.53,Matches
425,William Saliba,fr FRA,DF,Arsenal,23-334,2001,22.3,71.6,70.1,1.3,1.08,0,0.4,0.04,0.09,0,0,0,0,67.2,0.13,0.13,Matches
426,Robert Sanchez,es ESP,GK,Chelsea,27-095,1997,21,40.8,35.8,4.76,2.33,0,0.24,0,0,0,0,0,0,29.9,0.24,0.05,Matches
427,Jadon Sancho,eng ENG,FW,Chelsea,24-333,2000,13.1,40.8,39.9,0.76,0.08,0.46,0,1.15,0.69,0,0,0,0,33.7,0.08,1.07,Matches
428,Ibrahim Sangare,ci CIV,MF,Nott'ham Forest,27-081,1997,2.8,49.3,46.8,2.5,2.5,0,0,0,0,0,0,0,0,38.2,0,2.14,Matches
429,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-286,1992,5.2,40.4,32.7,6.15,2.12,0.77,0,4.42,0.77,2.31,2.12,0.19,0,26.2,1.54,1.73,Matches
430,Jeremy Sarmiento,ec ECU,MF,Brighton,22-250,2002,0.1,60,60,0,0,0,0,0,0,0,0,0,0,60,0,0,Matches
431,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-362,1998,18.7,25.1,24.8,0.11,0,0.48,0,1.93,0.11,0,0,0,0,16.7,0.16,0.86,Matches
432,Savio,br BRA,"FW,MF",Manchester City,20-317,2004,14,44.1,42.4,1.71,0.21,0.36,0.43,4.64,0.36,1.07,0.64,0.14,0,35.5,0,1.64,Matches
433,Oliver Scarles,eng ENG,DF,West Ham,19-071,2005,1.8,51.1,43.9,6.67,0.56,0,0,2.78,6.11,0,0,0,0,37.8,0.56,0,Matches
434,Dane Scarlett,eng ENG,FW,Tottenham,20-334,2004,0.1,20,20,0,0,0,0,0,0,0,0,0,0,10,0,10,Matches
435,Kevin Schade,de GER,FW,Brentford,23-086,2001,13.8,20.9,19.1,1.74,0,0.07,0.07,1.45,1.52,0,0,0,0,12.4,0.07,1.01,Matches
436,Fabian Schar,ch SUI,DF,Newcastle Utd,33-063,1991,19.8,62.6,59.8,2.47,2.27,0.15,1.11,0.3,0.2,0,0,0,0,52.3,0.35,0.3,Matches
437,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-060,1992,1.1,45.5,42.7,2.73,0,0,0,3.64,2.73,0,0,0,0,35.5,0,0,Matches
438,Alex Scott,eng ENG,MF,Bournemouth,21-184,2003,3.1,46.8,45.5,0.97,0.65,0.32,0.32,0,0,0,0,0,0,41.6,0.32,1.29,Matches
439,Matz Sels,be BEL,GK,Nott'ham Forest,32-361,1992,25,26.2,16.4,9.52,2.68,0,0,0,0,0,0,0,0,13.5,0.28,0,Matches
440,Nelson Semedo,pt POR,DF,Wolves,31-097,1993,19.9,41.3,35,6.08,0.4,0.05,0.15,1.76,5.68,0,0,0,0,33,0.2,1.06,Matches
441,Antoine Semenyo,gh GHA,FW,Bournemouth,25-045,2000,23.4,31.2,29.4,1.45,0.09,0.26,0.21,1.79,1.32,0.04,0,0,0,22.3,0.3,1.2,Matches
442,Marcos Senesi,ar ARG,DF,Bournemouth,27-287,1997,10.2,56.7,53.6,2.55,1.96,0,0.1,0.69,0.49,0,0,0,0,43.1,0.49,0.1,Matches
443,Ryan Sessegnon,eng ENG,"MF,FW",Fulham,24-279,2000,0.2,40,40,0,0,0,0,5,0,0,0,0,0,15,0,0,Matches
444,Luke Shaw,eng ENG,DF,Manchester Utd,29-224,1995,0.8,126.3,126.3,0,0,0,1.25,0,0,0,0,0,0,111.3,0,1.25,Matches
445,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-227,2005,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
446,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-195,1994,21.3,56.5,51.9,4.51,1.78,0.14,0.19,2.11,1.6,0.52,0.09,0,0,48.7,0.05,1.17,Matches
447,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-204,1999,7.9,20.8,20.4,0.13,0,0.13,0.13,2.41,0,0.13,0,0,0,12.5,0.25,1.52,Matches
448,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-294,2006,0.3,26.7,20,6.67,0,0,0,0,6.67,0,0,0,0,23.3,0,0,Matches
449,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-109,2005,1.1,104.5,100,4.55,2.73,0,0,0,0.91,0,0,0,0,97.3,0,0,Matches
450,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-249,1999,2.3,32.6,32.2,0,0,0,0.43,2.17,0,0,0,0,0,25.7,0.43,1.3,Matches
451,Oliver Skipp,eng ENG,MF,Leicester City,24-158,2000,8.5,40.7,40.1,0.47,0.35,0.24,0,0.24,0.12,0,0,0,0,34.5,0.12,1.06,Matches
452,William Smallbone,ie IRL,MF,Southampton,25-000,2000,4.2,47.1,38.1,8.81,1.67,0,0,5.24,0.95,3.81,1.9,1.19,0,35,0.24,1.43,Matches
453,Adam Smith,eng ENG,DF,Bournemouth,33-298,1991,11.5,35.4,28.4,6.96,0.35,0,0.17,1.57,6.61,0,0,0,0,27.1,0,0.7,Matches
454,Emile Smith Rowe,eng ENG,MF,Fulham,24-208,2000,16.8,45.4,43.9,1.37,0.24,0.12,0.12,0.65,0.06,0.06,0,0,0,40.8,0.12,0.95,Matches
455,Dominic Solanke,eng ENG,FW,Tottenham,27-160,1997,17.8,15.9,13.7,2.13,0,0.17,0.06,0.22,0.11,0,0,0,0,11.2,0.06,0.62,Matches
456,Carlos Soler,es ESP,"MF,FW",West Ham,28-050,1997,11.5,41.8,37.6,4.09,1.83,0.35,0.43,2.17,0.09,1.39,0.78,0.35,0,35.1,0.17,0.52,Matches
457,Ramon Sosa,py PAR,"FW,MF",Nott'ham Forest,25-174,1999,2.7,29.3,25.9,2.96,0.74,0,0.37,2.59,0.74,1.48,0.74,0.37,0,20,0.37,0.74,Matches
458,Tomas Soucek,cz CZE,MF,West Ham,29-360,1995,19.4,35.1,34.4,0.67,0.62,0,0.41,0.41,0.05,0,0,0,0,26.1,0.05,0.77,Matches
459,Boubakary Soumare,fr FRA,MF,Leicester City,25-360,1999,14.3,54.1,53.2,0.63,0.42,0.14,0.07,0.49,0.21,0,0,0,0,46.4,0.21,0.63,Matches
460,Djed Spence,eng ENG,DF,Tottenham,24-196,2000,8.6,64.7,56.2,8.26,1.4,0.23,0.23,1.63,6.86,0,0,0,0,55.7,0.23,1.51,Matches
461,Jay Stansfield,eng ENG,MF,Fulham,22-089,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Jason Steele,eng ENG,GK,Brighton,34-187,1990,2,56,52,4,3,0,0,0,0,0,0,0,0,50.5,0,0,Matches
