Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
304,Kobbie Mainoo,eng ENG,MF,Manchester Utd,19-308,2005,14.3,0.35,0,0,1.61,1.33,0.14,0.28,1.19,1.68,0,0,0,5.03,1.12,1.75,39,Matches
305,Tyrell Malacia,nl NED,DF,Manchester Utd,25-188,1999,1.1,0.91,0,0,2.73,1.82,0,0.91,0.91,0.91,0,0,0,2.73,0,0,,Matches
306,Donyell Malen,nl NED,FW,Aston Villa,26-043,1999,1.7,0,0,0,0,0.59,1.18,1.76,0,1.18,0,0,0,1.76,0.59,0.59,50,Matches
307,Orel Mangala,be BEL,MF,Everton,26-340,1998,14,0.14,0,0,1.71,1.21,0.14,0.43,1.5,0.57,0,0,0,3.5,0.43,0.57,42.9,Matches
308,Ryan Manning,ie IRL,DF,Southampton,28-252,1996,8.5,0.12,0,0,1.18,2,0,4.94,0.94,1.65,0,0,0,4.12,0.94,0.47,66.7,Matches
309,Solly March,eng ENG,"MF,DF",Brighton,30-216,1994,0.3,3.33,0,0,0,3.33,0,10,3.33,6.67,0,0,0,3.33,0,0,,Matches
310,Omar Marmoush,eg EGY,"FW,MF",Manchester City,26-014,1999,2.4,0,0,0,0.42,2.5,1.25,3.75,0.83,0.83,0,0,0,3.75,0,0.42,0,Matches
311,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,23-248,2001,16.2,0.06,0,0,0.62,0.86,0.43,3.46,0.12,0.8,0,0,0,3.46,0.74,1.23,37.5,Matches
312,Emiliano Martinez,ar ARG,GK,Aston Villa,32-172,1992,25.5,0.08,0,0,0.04,0.16,0,0,0,0.08,0,0,0,0.94,0.27,0.04,87.5,Matches
313,Lisandro Martinez,ar ARG,DF,Manchester Utd,27-034,1998,19.5,0.36,0,0,1.13,0.36,0,0.46,1.64,1.23,0,0,0,4.15,0.82,0.67,55.2,Matches
314,Pape Matar Sarr,sn SEN,MF,Tottenham,22-160,2002,14.2,0.28,0,0,1.41,1.76,0.14,0.49,1.34,1.69,0,0.07,0,6.41,1.41,2.04,40.8,Matches
315,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,27-238,1997,21.7,0.09,0,0,1.01,1.01,0.51,0.97,0.09,0.32,0,0,0,2.3,2.21,3.73,37.2,Matches
316,Stephy Mavididi,eng ENG,FW,Leicester City,26-266,1998,14.5,0.14,0,0,1.03,0.97,0.14,3.66,0.69,1.03,0,0,0,4.62,0.62,0.83,42.9,Matches
317,Konstantinos Mavropanos,gr GRE,DF,West Ham,27-072,1997,16.6,0.24,0.06,0.06,0.72,0.6,0.12,0.12,1.93,1.27,0,0,0,3.31,2.77,0.96,74.2,Matches
318,Noussair Mazraoui,ma MAR,DF,Manchester Utd,27-099,1997,21.4,0.05,0,0,1.36,0.7,0.14,0.75,1.17,2.06,0,0.05,0,4.77,1.54,0.65,70.2,Matches
319,Bryan Mbeumo,cm CMR,FW,Brentford,25-198,1999,24.9,0.08,0,0,0.64,1.16,0.4,5.22,0.44,0.68,0,0,0,4.18,0.96,2.21,30.4,Matches
320,James Mcatee,eng ENG,"MF,FW",Manchester City,22-126,2002,1.2,0,0,0,1.67,0.83,0,1.67,0.83,1.67,0,0,0,1.67,0.83,1.67,33.3,Matches
321,Kasey McAteer,ie IRL,"FW,MF",Leicester City,23-091,2001,4.3,0.23,0,0,2.09,2.33,0.47,2.56,0.47,1.86,0,0,0,5.58,2.09,2.79,42.9,Matches
322,Alex McCarthy,eng ENG,GK,Southampton,35-080,1989,5,0,0,0,0,0.2,0,0,0,0,0,0,0,0.8,0.4,0,100,Matches
323,John McGinn,sct SCO,"MF,FW",Aston Villa,30-126,1994,17.1,0.23,0,0,1.64,2.57,0.18,2.51,0.47,0.82,0,0,0,4.04,0.64,0.35,64.7,Matches
324,Dwight McNeil,eng ENG,"MF,FW",Everton,25-091,1999,12.7,0.08,0,0,0.47,1.02,0.08,7.17,0.39,0.47,0,0,0,4.96,0.24,1.1,17.6,Matches
325,Scott McTominay,sct SCO,MF,Manchester Utd,28-075,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,100,Matches
326,Ben Mee,eng ENG,DF,Brentford,35-153,1989,2,1,0,0,2.5,0,0,0,2,1,0,0,0,5.5,2.5,2.5,50,Matches
327,Jayden Meghoma,eng ENG,DF,Brentford,18-238,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
328,Mikel Merino,es ESP,MF,Arsenal,28-244,1996,8.8,0.23,0,0,2.27,1.36,0.34,1.14,1.36,1.36,0,0,0,6.02,3.64,2.27,61.5,Matches
329,Nikola Milenkovic,rs SRB,DF,Nott'ham Forest,27-132,1997,24,0.08,0,0,0.54,0.13,0.04,0,0.71,0.75,0,0,0,2.21,2.88,1.21,70.4,Matches
330,Lewis Miley,eng ENG,MF,Newcastle Utd,18-296,2006,0.9,0,0,0,0,1.11,0,0,0,4.44,0,0,0,10,1.11,0,100,Matches
331,James Milner,eng ENG,MF,Brighton,39-048,1986,1.9,0.53,0,0,1.58,0.53,0,4.21,1.05,1.05,0,0,0,1.05,0,0.53,0,Matches
332,Tyrone Mings,eng ENG,DF,Aston Villa,31-345,1993,7,0.14,0,0,0.43,0.71,0,0,0.29,0.57,0,0,0,2,2.14,1.86,53.6,Matches
333,Yankuba Minteh,gm GAM,"FW,MF",Brighton,20-214,2004,10.3,0.58,0,0,1.26,0.68,0.29,5.34,0.58,1.55,0,0,0,4.37,0.97,1.84,34.5,Matches
334,Tyrick Mitchell,eng ENG,DF,Crystal Palace,25-173,1999,23.9,0.08,0,0,0.54,0.84,0.08,3.22,0.38,1.72,0,0,0,4.94,0.63,0.79,44.1,Matches
335,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,27-277,1997,22,0,0,0,1.36,0.82,0.18,2.59,0.55,0.86,0,0,0,3.05,0.91,0.86,51.3,Matches
336,Jakub Moder,pl POL,MF,Brighton,25-320,1999,0.1,0,0,0,0,0,0,10,0,0,0,0,0,20,0,10,0,Matches
337,Mikey Moore,eng ENG,"FW,MF",Tottenham,17-194,2007,2.1,0,0,0,1.43,1.9,0.95,5.71,0.48,0,0,0,0,2.38,0.48,1.9,20,Matches
338,Morato,br BRA,DF,Nott'ham Forest,23-236,2001,6.7,0.15,0,0,1.04,0.3,0,0,1.19,1.79,0,0,0,4.03,0.45,1.49,23.1,Matches
339,Alex Moreno,es ESP,DF,Nott'ham Forest,31-258,1993,9,0.22,0,0,1.22,0.56,0,1.67,1.56,2,0,0,0,4.44,0.11,0.89,11.1,Matches
340,Sam Morsy,eg EGY,MF,Ipswich Town,33-164,1991,21.1,0.33,0,0,1.75,0.85,0,0.43,1,1.23,0,0.05,0,5.17,0.47,1,32.3,Matches
341,Yerson Mosquera,co COL,DF,Wolves,23-295,2001,4.9,0.41,0,0,1.22,1.43,0.2,0.41,2.04,1.43,0,0,0,4.9,2.24,1.22,64.7,Matches
342,Mason Mount,eng ENG,"MF,FW",Manchester Utd,26-042,1999,2.7,0.74,0,0,2.96,1.48,0,2.22,0,0.74,0,0,0,2.22,0.37,1.85,16.7,Matches
343,Divin Mubama,eng ENG,FW,Manchester City,20-119,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,3.33,0,Matches
344,Mykhailo Mudryk,ua UKR,FW,Chelsea,24-047,2001,1.7,0,0,0,1.18,1.18,0.59,4.12,0,1.18,0,0,0,5.29,1.18,2.35,33.3,Matches
345,Marshall Munetsi,zw ZIM,FW,Wolves,28-244,1996,0.5,0,0,0,2,2,2,0,0,2,0,0,0,4,2,2,50,Matches
346,Rodrigo Muniz,br BRA,FW,Fulham,23-293,2001,7.6,0.13,0,0,1.18,2.63,0.26,0.13,0.53,0.39,0,0,0,1.32,5.79,6.58,46.8,Matches
347,Daniel Munoz,co COL,DF,Crystal Palace,28-271,1996,23,0.22,0,0,1.43,0.65,0.35,1.96,1.09,2.57,0,0,0,4.78,1.91,2.13,47.3,Matches
348,Arijanet Muric,xk KVX,GK,Ipswich Town,26-106,1998,18,0.06,0,0,0,0.22,0,0,0,0,0,0,0,1.44,0.61,0.06,91.7,Matches
349,Murillo,br BRA,DF,Nott'ham Forest,22-232,2002,23.5,0.21,0,0,0.77,0.17,0,0.26,1.06,1.19,0,0.04,0,3.7,1.15,0.77,60,Matches
350,Jacob Murphy,eng ENG,FW,Newcastle Utd,29-363,1995,15.9,0.13,0,0,0.44,0.38,0.13,3.71,0.57,0.75,0,0,0,3.65,0.13,0.57,18.2,Matches
351,Vitaliy Mykolenko,ua UKR,DF,Everton,25-268,1999,22.2,0.09,0,0,0.77,0.9,0.05,2.57,1.22,1.08,0,0.05,0,2.57,1.49,1.22,55,Matches
352,Iliman Ndiaye,sn SEN,FW,Everton,24-352,2000,20.9,0.14,0,0,0.81,1.96,0.24,1.53,0.81,1.05,0,0,0,6.94,0.19,0.67,22.2,Matches
353,Wilfred Ndidi,ng NGA,MF,Leicester City,28-067,1996,14.4,0.28,0,0,1.81,0.49,0.14,0.9,0.76,2.01,0,0,0.07,4.79,2.01,1.74,53.7,Matches
354,Kosta Nedeljkovic,rs SRB,DF,Aston Villa,19-067,2005,1.4,0,0,0,0,0.71,0,0.71,0,3.57,0,0,0,2.86,0,0.71,0,Matches
355,Reiss Nelson,eng ENG,FW,Arsenal,25-073,1999,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches
356,Reiss Nelson,eng ENG,FW,Fulham,25-073,1999,5.4,0.19,0,0,1.11,1.67,0.19,4.26,0.93,1.11,0,0,0,5.37,0,0.74,0,Matches
357,Neto,br BRA,GK,Bournemouth,35-217,1989,2,0,0,0,0,1,0,0,0,0,0,0,0,1.5,0,0,,Matches
358,Pedro Neto,pt POR,FW,Chelsea,24-349,2000,13.3,0.45,0,0,0.83,1.35,0.15,4.81,0.53,0.53,0,0,0,3.16,0.53,1.35,28,Matches
359,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,25-267,1999,7,0.43,0,0,2.43,2.57,0.29,0.71,0.29,0.71,0.14,0,0,2.43,1.57,2.86,35.5,Matches
360,Christopher Nkunku,fr FRA,FW,Chelsea,27-099,1997,6.1,0.16,0,0,1.8,0.82,0.16,0.33,0.66,0.66,0,0,0,2.95,1.64,2.62,38.5,Matches
361,Matheus Nunes,pt POR,"DF,MF",Manchester City,26-178,1998,9.9,0.2,0,0,1.82,1.11,0.51,3.03,0.91,1.62,0,0.1,0,3.84,1.11,1.11,50,Matches
362,Darwin Nunez,uy URU,FW,Liverpool,25-242,1999,10,0.6,0,0,2.1,1.3,1,0.2,0.1,1.4,0,0,0,3.1,1.4,2.8,33.3,Matches
363,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,17-337,2007,4.2,0.24,0,0,0.71,0.95,0.48,6.67,0.24,1.19,0,0,0,4.52,0.48,0.48,50,Matches
364,Christian Norgaard,dk DEN,MF,Brentford,30-348,1994,19.8,0.2,0.05,0,1.46,1.06,0.05,0.56,1.67,1.87,0,0,0,6.67,1.41,0.96,59.6,Matches
365,Jake O'Brien,ie IRL,DF,Everton,23-282,2001,5.5,0.36,0,0,0.36,0.55,0.55,0.36,0.18,1.45,0,0,0,3.45,2.36,1.27,65,Matches
366,Matt O'Riley,dk DEN,MF,Brighton,24-092,2000,5.3,0.19,0,0,1.13,0.94,0,4.34,2.08,1.32,0,0,0.19,3.4,0.57,0.38,60,Matches
367,Dara O'Shea,ie IRL,DF,Ipswich Town,25-354,1999,21.7,0.23,0,0,0.46,0.6,0.09,0.18,1.11,0.88,0,0,0,3.5,3.5,2.53,58,Matches
368,Chidozie Obi-Martin,dk DEN,MF,Manchester Utd,17-084,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
369,Wilson Odobert,fr FRA,FW,Tottenham,20-085,2004,1.8,0,0,0,0,1.11,0,2.78,0,1.11,0,0,0,6.11,1.67,0,100,Matches
370,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27-296,1997,2.6,0,0,0,0.77,2.69,0.38,1.54,0.38,1.15,0,0,0,2.31,0.38,2.31,14.3,Matches
371,Caleb Okoli,it ITA,DF,Leicester City,23-223,2001,10.2,0.2,0,0,1.18,0.78,0,0.1,1.18,1.27,0,0,0,3.73,1.67,1.86,47.2,Matches
372,Robin Olsen,se SWE,GK,Aston Villa,35-044,1990,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
373,Amadou Onana,be BEL,MF,Aston Villa,23-189,2001,12,0.33,0,0,2,1.33,0,0.08,1.58,1.83,0,0,0,4.67,1.67,1.17,58.8,Matches
374,Andre Onana,cm CMR,GK,Manchester Utd,28-325,1996,25,0,0,0,0,0.08,0,0,0,0.04,0,0,0,1.04,0.2,0,100,Matches
375,Paul Onuachu,ng NGA,FW,Southampton,30-269,1994,7,0.14,0,0,2.71,1.57,0.71,0,0.14,0.14,0,0,0,1.71,9.43,5.14,64.7,Matches
376,Frank Onyeka,ng NGA,MF,Brentford,27-051,1998,0.3,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,,Matches
377,Lewis Orford,eng ENG,MF,West Ham,19-003,2006,0.5,0,0,0,0,0,0,2,2,0,0,0,0,14,0,2,0,Matches
378,Stefan Ortega,de GER,GK,Manchester City,32-107,1992,9,0.11,0,0,0.11,0.11,0,0,0,0,0,0.11,0,0.56,0,0,,Matches
379,William Osula,dk DEN,"FW,MF",Newcastle Utd,21-201,2003,0.5,0,0,0,2,2,2,0,2,0,0,0,0,2,4,0,100,Matches
380,Dango Ouattara,bf BFA,FW,Bournemouth,23-010,2002,14.8,0.07,0,0,0.74,0.68,0.74,4.05,0.47,1.55,0,0,0,3.92,1.82,2.84,39.1,Matches
381,Nico O’Reilly,eng ENG,"MF,DF",Manchester City,19-337,2005,0.3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
382,Alex Palmer,eng ENG,GK,Ipswich Town,28-195,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100,Matches
383,Cole Palmer,eng ENG,MF,Chelsea,22-291,2002,24.3,0.16,0,0,0.49,2.1,0.25,4.69,0.21,0.41,0.04,0,0,3.13,0.04,0.16,20,Matches
384,Emerson Palmieri,it ITA,DF,West Ham,30-202,1994,18.6,0.27,0,0,1.02,0.59,0,2.96,0.91,1.4,0,0,0,3.87,0.65,0.81,44.4,Matches
385,Lucas Paqueta,br BRA,"MF,FW",West Ham,27-178,1997,18.9,0.32,0,0,1.75,1.96,0.32,1.16,0.63,1.64,0,0.05,0,5.5,1.53,2.54,37.7,Matches
386,Thomas Partey,gh GHA,"MF,DF",Arsenal,31-253,1993,21.4,0.09,0,0,1.45,1.12,0.05,0.37,1.21,1.96,0,0,0,4.81,0.98,0.65,60,Matches
387,Nathan Patterson,sct SCO,"DF,FW",Everton,23-128,2001,1.4,0,0,0,0,0.71,0,4.29,0,0.71,0,0,0,4.29,0.71,2.86,20,Matches
388,Andreas Pereira,br BRA,MF,Fulham,29-051,1996,14.3,0.49,0,0,1.12,1.12,0.07,7.48,0.42,0.35,0.07,0,0,4.69,0.63,0.91,40.9,Matches
389,Ricardo Pereira,pt POR,DF,Leicester City,31-138,1993,1.6,0.63,0,0,0.63,1.88,0,0.63,0.63,1.25,0,0,0,5,0,0,,Matches
390,Kalvin Phillips,eng ENG,MF,Ipswich Town,29-081,1995,10.6,0.38,0.09,0.09,2.36,1.6,0,1.42,1.6,1.42,0,0,0,5.19,0.57,1.42,28.6,Matches
391,Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,23-013,2002,3.7,1.08,0.27,0.27,3.24,2.16,0.27,1.08,0.81,1.35,0,0,0,5.68,0,1.35,0,Matches
392,Jaden Philogene Bidace,eng ENG,"FW,MF",Ipswich Town,23-013,2002,1.5,0,0,0,2,1.33,0,3.33,2,1.33,0,0,0,7.33,1.33,0.67,66.7,Matches
393,Jordan Pickford,eng ENG,GK,Everton,30-351,1994,25,0.24,0,0,0,0.24,0,0,0.04,0,0,0,0,1.08,0.16,0.04,80,Matches
394,Ethan Pinnock,jm JAM,DF,Brentford,31-268,1993,16.3,0.12,0,0,0.43,0.18,0,0.49,1.17,0.98,0,0.06,0.06,2.58,2.94,2.09,58.5,Matches
395,Daniel Podence,pt POR,"MF,FW",Wolves,29-123,1995,0.5,0,0,0,0,4,0,2,0,0,0,0,0,2,0,2,0,Matches
396,Alfie Pond,eng ENG,DF,Wolves,20-357,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
397,Nick Pope,eng ENG,GK,Newcastle Utd,32-308,1992,15,0.13,0,0,0,0,0,0,0.07,0,0,0,0,0.6,0.4,0.07,85.7,Matches
398,Pedro Porro,es ESP,DF,Tottenham,25-161,1999,23.1,0.09,0,0,0.74,0.95,0.04,6.15,1.21,1.65,0,0,0,5.24,0.43,0.91,32.3,Matches
399,Jarell Quansah,eng ENG,DF,Liverpool,22-023,2003,3.1,0.32,0,0,1.61,0.32,0,0.65,1.61,2.26,0,0,0,1.61,1.61,1.94,45.5,Matches
400,Hakon Rafn Valdimarsson,is ISL,GK,Brentford,23-131,2001,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.63,0,100,Matches
401,Aaron Ramsdale,eng ENG,GK,Southampton,26-283,1998,17,0.06,0,0,0,0.12,0,0,0.12,0,0,0,0,0.59,0.24,0,100,Matches
402,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-269,2001,11.9,0.08,0,0,0.67,1.43,0.25,0.5,0.59,0.84,0,0,0,4.37,0.42,0.5,45.5,Matches
403,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-113,1997,10.9,0.18,0,0,0.73,0.64,0.64,2.48,0.37,0.37,0,0,0,2.2,0.46,0.64,41.7,Matches
404,Marcus Rashford,eng ENG,FW,Aston Villa,27-113,1997,1.2,0,0,0,0,1.67,0.83,10.8,0,1.67,0,0,0,3.33,0,0,,Matches
405,David Raya,es ESP,GK,Arsenal,29-159,1995,25,0.08,0,0,0.04,0.24,0,0,0.04,0,0,0.04,0,0.72,0.32,0,100,Matches
406,Harrison Reed,eng ENG,MF,Fulham,30-025,1995,0.8,2.5,0,0,6.25,2.5,0,6.25,1.25,2.5,0,0,0,10,1.25,2.5,33.3,Matches
407,Remy Rees-Dottin,eng ENG,FW,Bournemouth,18-352,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
408,Sergio Reguilon,es ESP,DF,Tottenham,28-067,1996,1.4,1.43,0,0,1.43,3.57,0,7.14,1.43,2.14,0,0,0,6.43,3.57,1.43,71.4,Matches
409,Bobby Reid,jm JAM,"FW,MF",Leicester City,32-019,1993,5.8,0.17,0,0,1.21,1.55,0.52,1.72,0,0.52,0.17,0,0,3.62,0.69,1.72,28.6,Matches
410,Chadi Riad,ma MAR,DF,Crystal Palace,21-249,2003,1,0,0,0,1,0,0,0,2,2,0,0,0,4,2,4,33.3,Matches
411,Declan Rice,eng ENG,MF,Arsenal,26-038,1999,20.3,0.25,0.05,0.05,0.79,0.64,0.05,5.91,0.84,0.74,0,0,0,4.73,1.18,0.94,55.8,Matches
412,Chris Richards,us USA,DF,Crystal Palace,24-330,2000,11.9,0.08,0,0,0.59,0.25,0.08,0.08,0.76,1.6,0,0,0,2.94,1.85,2.35,44,Matches
413,Richarlison,br BRA,FW,Tottenham,27-287,1997,3.1,0.32,0,0,1.29,2.26,0.32,2.26,0,0.97,0,0,0,2.58,2.26,4.52,33.3,Matches
414,Andrew Robertson,sct SCO,DF,Liverpool,30-347,1994,21.1,0.14,0.05,0,0.38,0.28,0.05,5.64,0.85,0.95,0,0.05,0,3.98,0.19,0.52,26.7,Matches
415,Antonee Robinson,us USA,DF,Fulham,27-197,1997,25,0.2,0,0,0.96,0.68,0.16,4.96,1.8,1.72,0,0,0,4.2,1.16,0.76,60.4,Matches
416,Rodri,es ESP,MF,Manchester City,28-244,1996,0.7,0,0,0,1.43,2.86,0,0,1.43,1.43,0,0,0,10,1.43,0,100,Matches
417,Guido Rodriguez,ar ARG,MF,West Ham,30-315,1994,11.3,0.44,0,0,1.33,0.97,0.09,0.35,1.06,1.42,0,0,0,4.07,0.71,0.62,53.3,Matches
418,Mads Roerslev,dk DEN,DF,Brentford,25-242,1999,12.2,0.16,0,0,0.49,0.82,0,2.54,0.33,0.66,0,0,0,3.2,0.82,1.15,41.7,Matches
419,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-210,2002,23.1,0.35,0,0,1.69,1.47,0.09,0.69,0.17,0.48,0.04,0,0,3.33,0.35,1.52,18.6,Matches
420,Cristian Romero,ar ARG,DF,Tottenham,26-300,1998,10.8,0.09,0,0,0.65,0.83,0.09,0.28,1.2,2.13,0,0,0,5.83,2.5,2.13,54,Matches
421,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-307,2002,14.9,0.13,0,0,1.95,2.48,0.47,0.6,0.54,0.67,0,0.07,0,3.49,1.41,2.55,35.6,Matches
422,Jose Sa,pt POR,GK,Wolves,32-035,1993,18,0.06,0,0,0.17,0.33,0,0,0,0.11,0,0.17,0,1.39,0.33,0,100,Matches
423,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-169,2001,14.1,0.21,0,0,0.92,2.27,0.21,7.02,0.14,0.92,0.07,0,0,3.97,0.57,1.13,33.3,Matches
424,Mohamed Salah,eg EGY,FW,Liverpool,32-251,1992,25.5,0.04,0,0,0.67,1.22,0.43,1.92,0.16,0.35,0,0,0,2.86,0.16,0.24,40,Matches
425,William Saliba,fr FRA,DF,Arsenal,23-334,2001,22.3,0.09,0.04,0,0.94,0.49,0.04,0.04,0.63,1.21,0,0.04,0,4.57,1.43,1.21,54.2,Matches
426,Robert Sanchez,es ESP,GK,Chelsea,27-095,1997,21,0.24,0,0,0.1,0.1,0,0,0.1,0,0,0.1,0,1.57,0.24,0,100,Matches
427,Jadon Sancho,eng ENG,FW,Chelsea,24-333,2000,13.1,0.08,0,0,0.23,0.53,0.38,1.15,0.08,0.38,0.08,0,0,5.04,0,0.46,0,Matches
428,Ibrahim Sangare,ci CIV,MF,Nott'ham Forest,27-081,1997,2.8,0.71,0,0,2.5,1.79,0,0,0.71,3.21,0,0,0,7.14,1.79,1.43,55.6,Matches
429,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-286,1992,5.2,0.38,0,0,1.73,1.92,0.77,4.42,0.77,1.15,0,0,0,3.46,0.58,0.96,37.5,Matches
430,Jeremy Sarmiento,ec ECU,MF,Brighton,22-250,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
431,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-362,1998,18.7,0.16,0,0,0.53,1.93,0.37,1.93,0.32,0.43,0.05,0,0,3.85,1.12,1.76,38.9,Matches
432,Savio,br BRA,"FW,MF",Manchester City,20-317,2004,14,0.14,0,0,1,1.21,0.07,4.64,0.29,0.79,0.14,0,0,4.07,0,0.14,0,Matches
433,Oliver Scarles,eng ENG,DF,West Ham,19-071,2005,1.8,0,0,0,0.56,0,0.56,2.78,0.56,1.11,0,0,0,6.67,1.11,1.11,50,Matches
434,Dane Scarlett,eng ENG,FW,Tottenham,20-334,2004,0.1,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,,Matches
435,Kevin Schade,de GER,FW,Brentford,23-086,2001,13.8,0.14,0,0,0.72,1.38,0.87,1.45,0.29,1.3,0,0,0,3.04,4.06,2.83,58.9,Matches
436,Fabian Schar,ch SUI,DF,Newcastle Utd,33-063,1991,19.8,0.25,0.05,0,0.96,0.4,0.15,0.3,1.46,0.71,0,0,0,4.7,1.31,2.02,39.4,Matches
437,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-060,1992,1.1,0,0,0,0.91,0,0,3.64,0,0,0,0,0,5.45,2.73,3.64,42.9,Matches
438,Alex Scott,eng ENG,MF,Bournemouth,21-184,2003,3.1,0,0,0,1.29,4.52,0,0,1.94,2.58,0,0,0,8.06,0.32,1.61,16.7,Matches
439,Matz Sels,be BEL,GK,Nott'ham Forest,32-361,1992,25,0.08,0,0,0,0.28,0,0,0,0.04,0,0,0,0.32,0.48,0.04,92.3,Matches
440,Nelson Semedo,pt POR,DF,Wolves,31-097,1993,19.9,0.35,0,0,1.81,0.85,0.15,1.76,0.45,1.36,0,0.05,0,4.02,1.01,1.26,44.4,Matches
441,Antoine Semenyo,gh GHA,FW,Bournemouth,25-045,2000,23.4,0.26,0,0,2.01,1.24,0.34,1.79,0.21,0.85,0.04,0,0,4.74,1.92,2.18,46.9,Matches
442,Marcos Senesi,ar ARG,DF,Bournemouth,27-287,1997,10.2,0.39,0,0,1.67,0.69,0,0.69,1.08,2.06,0,0,0,6.08,1.96,2.16,47.6,Matches
443,Ryan Sessegnon,eng ENG,"MF,FW",Fulham,24-279,2000,0.2,0,0,0,10,0,0,5,5,0,0,0,0,5,0,5,0,Matches
444,Luke Shaw,eng ENG,DF,Manchester Utd,29-224,1995,0.8,0,0,0,0,0,0,0,1.25,2.5,0,0,0,5,0,0,,Matches
445,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-227,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Matches
446,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-195,1994,21.3,0.23,0,0,0.85,0.99,0.09,2.11,0.75,1.13,0,0,0,3.29,0.14,0.33,30,Matches
447,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-204,1999,7.9,0.51,0,0,2.28,2.53,0.76,2.41,1.52,1.39,0.13,0,0,4.94,2.28,2.78,45,Matches
448,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-294,2006,0.3,0,0,0,0,0,0,0,3.33,6.67,0,0,0,6.67,0,0,,Matches
449,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-109,2005,1.1,0.91,0,0,0,0.91,0,0,0,0,0,0,0,2.73,0.91,2.73,25,Matches
450,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-249,1999,2.3,0,0,0,1.3,0.87,0.43,2.17,0,0.43,0,0,0,6.52,0.43,2.61,14.3,Matches
451,Oliver Skipp,eng ENG,MF,Leicester City,24-158,2000,8.5,0.47,0,0,1.29,1.29,0,0.24,0.94,0.47,0,0,0,3.65,0.94,0.35,72.7,Matches
452,William Smallbone,ie IRL,MF,Southampton,25-000,2000,4.2,0.24,0,0,1.43,0.71,0,5.24,0.24,1.19,0,0,0,3.57,0.71,0.24,75,Matches
453,Adam Smith,eng ENG,DF,Bournemouth,33-298,1991,11.5,0.35,0,0,0.7,0.78,0,1.57,0.96,0.7,0,0,0,2.96,0.7,0.96,42.1,Matches
454,Emile Smith Rowe,eng ENG,MF,Fulham,24-208,2000,16.8,0.06,0,0,0.71,0.71,0.24,0.65,0.48,0.83,0,0,0,2.98,0.3,0.89,25,Matches
455,Dominic Solanke,eng ENG,FW,Tottenham,27-160,1997,17.8,0,0,0,1.52,1.57,0.22,0.22,0,0.51,0,0,0.06,1.69,1.85,2.42,43.4,Matches
456,Carlos Soler,es ESP,"MF,FW",West Ham,28-050,1997,11.5,0.43,0,0,1.83,0.96,0,2.17,0.43,0.87,0,0,0,4.26,0.52,0.87,37.5,Matches
457,Ramon Sosa,py PAR,"FW,MF",Nott'ham Forest,25-174,1999,2.7,0.37,0,0,2.22,2.22,1.11,2.59,1.11,0.74,0,0,0,6.67,1.48,2.22,40,Matches
